clean_text,reminder system,reward programme,misselling,product pricing,customer service,output,label
sms reminders creditcardco vague cryptic supposed remember due date without clear information confusingmessages,0.8143548965454102,0.008453233167529106,0.0774625614285469,0.004236225970089436,0.0954931303858757,reminder system,reminder system
credit card rewards program creditcardco convoluted even figure redeem points rewardfrustration,0.007870796136558056,0.9535605311393738,0.029356271028518677,0.0028313947841525078,0.006381050683557987,reward programme,reward programme
hey creditcardco integrating payment reminder ales viual assistant platforms like siri google assistant would make convenient customers stay informed paymentreminders,0.8638261556625366,0.012679768726229668,0.006912258453667164,0.013525476679205894,0.10305637866258621,reminder system,reminder system
discovered creditcardco called exclusive offer retired pensioners nothing trap hidden fees high costs pushing financial hardship deceptivesales misselling,0.02078828401863575,0.002149403328076005,0.9616093635559082,0.012694312259554863,0.002758580958470702,misselling,misselling
notification creditcardco changes credit limit arrived already made large purchase poor timing lack consideration untimelycommunication,0.8476378917694092,0.006678085774183273,0.06461403518915176,0.009103555232286453,0.07196643948554993,reminder system,reminder system
feeling betrayed creditcardco marketed product specifically retired pensioners promising financial security burdened unmanageable debt targetedexploitation misselling,0.025932610034942627,0.0035731750540435314,0.9564632177352905,0.0113584715873003,0.002672607311978936,misselling,misselling
trusted creditcardco products suitable retired pensioners took advantage vulnerability high cost product sold causing immense financial stress predatorypractices misselling,0.012533538974821568,0.0020372287835925817,0.9514886736869812,0.031906858086586,0.0020336599554866552,misselling,misselling
loyal customer creditcardco reward program feels like one sided deal annual fee keeps increasing rewards keep shrinking unbalanced,0.00887068547308445,0.8028560280799866,0.170144721865654,0.006803846452385187,0.011324628256261349,reward programme,reward programme
creditcardco reward program needs major overhaul accumulated many points redemption options lackluster uninspiring rewardprogramfail,0.008111701346933842,0.842446506023407,0.14043566584587097,0.004194873850792646,0.004811297636479139,reward programme,reward programme
feeling betrayed creditcardco marketed product specifically retired pensioners promising financial security burdened unmanageable debt targetedexploitation misselling,0.025932610034942627,0.0035731750540435314,0.9564632177352905,0.0113584715873003,0.002672607311978936,misselling,misselling
feeling frustrated creditcardco reward program points expire quickly making impossible save meaningful redemption shoexpiration,0.009727184660732746,0.9606212973594666,0.017468199133872986,0.003919251263141632,0.008264048956334591,reward programme,reward programme
due date reminders creditcardco easily overlooked cluttered inbox need attention grabbing format subject line getnoticed,0.9403624534606934,0.009571412578225136,0.020887959748506546,0.007646853569895029,0.021531308069825172,reminder system,reminder system
choosing right credit card requires careful consideration interest rates fees rewards programs impoant compare options making decision creditcardselection,0.08994274586439133,0.6276631951332092,0.014456161297857761,0.22209270298480988,0.04584522545337677,reward programme,reward programme
creditcardco always send impoant updates weekends holidays customer service unavailable inconvenient frustrating pooiming,0.22700195014476776,0.005072688218206167,0.05086006596684456,0.0035070960875600576,0.7135581970214844,customer service,reminder system
feeling scammed creditcardco convinced purchase high cost product promising incredible benefits turned total rip fraudulentsales misselling,0.008370270021259785,0.003255200805142522,0.9551485776901245,0.03119109570980072,0.0020349244587123394,misselling,misselling
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0.3946310877799988,0.036978159099817276,0.06602034717798233,0.12105456739664078,0.38131582736968994,reminder system,product pricing
creditcardco high default interest rates like want profit people financial struggles exploitativepricing,0.14855146408081055,0.006122479680925608,0.7138195633888245,0.12144048511981964,0.010066037997603416,misselling,product pricing
thank bringing issue altered product pricing attention value feedback committed considering impact customers making changes customerfirst,0.019048649817705154,0.005797304213047028,0.001859335694462061,0.9044322371482849,0.0688624307513237,product pricing,product pricing
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0.23661522567272186,0.025615612044930458,0.13743165135383606,0.14015008509159088,0.4601874053478241,customer service,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0.04349467158317566,0.024674760177731514,0.001679535605944693,0.9142205715179443,0.015930401161313057,product pricing,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0.04349467158317566,0.024674760177731514,0.001679535605944693,0.9142205715179443,0.015930401161313057,product pricing,product pricing
thank sharing concerns altered product pricing genuinely appreciate feedback committed considering impact customers making pricing decisions customerimpactconsidered,0.01970682479441166,0.002647763816639781,0.0016391229582950473,0.9653857350349426,0.010620533488690853,product pricing,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0.04349467158317566,0.024674760177731514,0.001679535605944693,0.9142205715179443,0.015930401161313057,product pricing,product pricing
dear creditcardco offering two day grace period payment due date could helpful customers occasionally miss deadline paymentreminders,0.688605785369873,0.008582333102822304,0.005803994368761778,0.007293348200619221,0.28971463441848755,reminder system,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.2980450987815857,0.09398391842842102,0.19831565022468567,0.05162830278277397,0.35802704095840454,customer service,reminder system
hey creditcardco sending payment reminders day due date counterproductive give customers enough time respond lastminutereminder,0.7642353773117065,0.0032421681098639965,0.17395354807376862,0.005001814104616642,0.05356718227267265,reminder system,reminder system
creditcardco always send impoant updates peak business hours difficult reach customer service consider availability inconvenienttiming,0.2090233564376831,0.01086467131972313,0.02395271137356758,0.004506330005824566,0.7516529560089111,customer service,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.2980450987815857,0.09398391842842102,0.19831565022468567,0.05162830278277397,0.35802704095840454,customer service,reminder system
hey creditcardco sending payment due reminders due date passed counterproductive improve timing latereminder,0.7799718976020813,0.010427610948681831,0.07147157192230225,0.007257149089127779,0.13087177276611328,reminder system,reminder system
credit card rewards programs offer value essential assess spending habits choose program aligns personal preferences rewardsevaluation,0.052660100162029266,0.9153115749359131,0.004626935813575983,0.009355843998491764,0.01804547756910324,reward programme,reward programme
suggestion creditcardco implement mobile app feature sends push notifications payment reminders ensuring timely payments paymentreminders,0.9202421307563782,0.011565892025828362,0.00678035244345665,0.007229199167340994,0.05418238788843155,reminder system,reminder system
hey creditcardco integrating payment reminder ales viual assistant platforms like siri google assistant would make convenient customers stay informed paymentreminders,0.8638261556625366,0.012679768726229668,0.006912258453667164,0.013525476679205894,0.10305637866258621,reminder system,reminder system
suggestion creditcardco explore option sending payment reminders social media platforms like twitter facebook quick easy access paymentreminders,0.9598071575164795,0.00942574255168438,0.006193485576659441,0.006186902988702059,0.018386757001280785,reminder system,reminder system
dear creditcardco providing option customers schedule payment reminder calls texts specific times suit preferences would helpful paymentreminders,0.6590139269828796,0.011885501444339752,0.012864449061453342,0.010060558095574379,0.3061756193637848,reminder system,reminder system
suggestion creditcardco offering dedicated mobile app widget displays upcoming payment due dates home screen would serve constant reminder paymentreminders,0.972366452217102,0.004517369903624058,0.0038154986687004566,0.005280275363475084,0.014020361937582493,reminder system,reminder system
understand impoance timely communication feedback valuable actively working enhance timing messages better serve thank patience improvedtiming,0.4480850398540497,0.17792879045009613,0.0558299645781517,0.041341088712215424,0.2768150866031647,reminder system,reminder system
kudos creditcardco interactive chatbot service payment reminders user friendly accessible way receive notifications paymentreminders,0.7048999071121216,0.1582564115524292,0.0010508795967325568,0.005669866222888231,0.13012300431728363,reminder system,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.2980450987815857,0.09398391842842102,0.19831565022468567,0.05162830278277397,0.35802704095840454,customer service,reminder system
credit card received creditcardco match features rewards adveised letdown mismatchedoffer,0.03630656376481056,0.5551290512084961,0.3648199737071991,0.01607554219663143,0.02766885980963707,reward programme,reward programme
curious learn new credit card schemes creditcardco offer better rewards perks compared existing ones competition,0.08107108622789383,0.8429964780807495,0.01413801684975624,0.034565217792987823,0.027229206636548042,reward programme,reward programme
received promotional email creditcardco limited time offer expired even read improve timing please missedoppounity,0.14982794225215912,0.4561459720134735,0.26708531379699707,0.032369472086429596,0.0945713147521019,reward programme,reminder system
impressed generous rewards program offered creditcardco able earn valuable points redeem amazing perks rewardingexperience,0.024783087894320488,0.9323348999023438,0.0036757797934114933,0.005955832544714212,0.03325044363737106,reward programme,reward programme
understand impoance timely communication feedback valuable actively working enhance timing messages better serve thank patience improvedtiming,0.4480850398540497,0.17792879045009613,0.0558299645781517,0.041341088712215424,0.2768150866031647,reminder system,reminder system
announcement creditcardco schemes generating buzz reserve opinion information eligibility criteria rewards structure informeddecisions,0.16625119745731354,0.8112192153930664,0.006529040634632111,0.006898211780935526,0.009102355688810349,reward programme,reward programme
beware creditcardco tactics pushed high cost product suit needs shameful sales practices deceptivesales misselling,0.08950147777795792,0.0009922492317855358,0.8800521492958069,0.028221245855093002,0.0012328564189374447,misselling,misselling
discovered creditcardco called exclusive offer retired pensioners nothing trap hidden fees high costs pushing financial hardship deceptivesales misselling,0.02078828401863575,0.002149403328076005,0.9616093635559082,0.012694312259554863,0.002758580958470702,misselling,misselling
realized high cost product purchased credit card completely misrepresented creditcardco unacceptable missold misselling,0.008774333633482456,0.0014998875558376312,0.9624910950660706,0.02572232112288475,0.0015123751945793629,misselling,misselling
thanks credit card rewards program redeemed points free flight best feeling ever rewardsprogram,0.01753578707575798,0.9448732137680054,0.005413139704614878,0.004794199485331774,0.027383608743548393,reward programme,reward programme
apologize timing communication feedback valuable working improve effectiveness relevance messages thank bringing attention timelycommunication,0.5902182459831238,0.10301617532968521,0.17232275009155273,0.034817133098840714,0.09962569922208786,reminder system,reminder system
hey creditcardco integrating payment reminders popular personal finance apps would convenient users stay top payments paymentreminders,0.92117840051651,0.01588115654885769,0.006797257345169783,0.013617899268865585,0.04252522066235542,reminder system,reminder system
credit card rewards earned regular spending impoant assess whether benefits offset potential interest charges fees rewardsassessment,0.14251486957073212,0.7775712609291077,0.020255809649825096,0.02395281009376049,0.03570527583360672,reward programme,reward programme
grateful creditcardco competitive cashback program rewarding earn money back spending cashbackbonanza,0.036908239126205444,0.9054617881774902,0.002078781835734844,0.013284741900861263,0.04226651042699814,reward programme,reward programme
received credit card offer creditcardco rewards program align spending habits research mismatchedoffer,0.04209787771105766,0.7551831007003784,0.17551147937774658,0.010041062720119953,0.01716659590601921,reward programme,reward programme
hey creditcardco incorporating sms based payment reminders direct link one click payment could simplify process customers paymentreminders,0.7902464866638184,0.011788124218583107,0.003682981012389064,0.009436076506972313,0.18484635651111603,reminder system,reminder system
refreshing see company take responsibility mis selling credit card kudos bank acknowledging issue working towards fair resolution appreciate commitment customer satisfaction accountability impressed,0.008272197097539902,0.004090457689017057,0.6020763516426086,0.0012411436764523387,0.38431987166404724,misselling,misselling
mis selling incidents frustrating glad bank listened concerns took corrective measures regained trust addressing situation promptly thank valuing customers trustrestored happycustomer,0.012338826432824135,0.002879106905311346,0.8670967817306519,0.0025462855119258165,0.11513899266719818,misselling,misselling
hats bank transparency accountability acknowledged mis selling credit cards reached affected customers offered suitable solutions refreshing see integrity transparency impressive,0.05217534303665161,0.011524139903485775,0.5256945490837097,0.003993142396211624,0.4066128134727478,misselling,misselling
got caught mis selling incident credit card bank resolution team top rectified issue swiftly leaving positive impression thanks quick response effectiveresolution satisfiedcustomer,0.010431311093270779,0.0034581890795379877,0.7951214909553528,0.002160141244530678,0.18882887065410614,misselling,misselling
seriously creditcardco justify exorbitant annual fees high interest rates feels like rip unfairpricing,0.046549759805202484,0.0031502507627010345,0.8723158836364746,0.07276083528995514,0.005223255604505539,misselling,product pricing
creditcardco pricing structure maze navigate hidden fees penalties confusing terms make impossible understand paying transparencyplease,0.12679682672023773,0.021502157673239708,0.75014728307724,0.058828748762607574,0.04272495582699776,misselling,product pricing
got hit unexpected charges creditcardco upfront pricing pricesurprise,0.30583542585372925,0.064752958714962,0.25968775153160095,0.22508268058300018,0.14464116096496582,reminder system,product pricing
loyal customer expect better creditcardco arbitrary pricing changes leaving sour taste mouth customerdissatisfaction,0.057920146733522415,0.02044040709733963,0.7877650260925293,0.06922304630279541,0.06465134769678116,misselling,product pricing
dear creditcardco tiered pricing system seems like way squeeze money hardworking individuals pricediscrimination,0.38736584782600403,0.008895247243344784,0.5329562425613403,0.05357055738568306,0.01721213012933731,misselling,product pricing
tired creditcardco unpredictable pricing time transparency fair treatment customers pricestability,0.20582975447177887,0.016443494707345963,0.17606548964977264,0.04193596914410591,0.559725284576416,customer service,product pricing
hey creditcardco pricing changes without warning making difficult budget get consistency please budgetingnightmare,0.11650221794843674,0.026028405874967575,0.5828155875205994,0.11569757014513016,0.15895622968673706,misselling,product pricing
creditcardco pricing games driving crazy like never ending roller coaster charges fees pricemadness,0.09417559206485748,0.07418708503246307,0.7387251853942871,0.06428389251232147,0.028628233820199966,misselling,product pricing
frustrating creditcardco lures customers low introductory rates skyrocket later deceptive pricing please falsepromises,0.0261175986379385,0.005104242358356714,0.9483675956726074,0.010969112627208233,0.009441549889743328,misselling,product pricing
dear creditcardco pricing tactics predatory unfair stop preying people financial vulnerability unethicalpricing,0.5186943411827087,0.0059178611263632774,0.44669532775878906,0.020927486941218376,0.007765020709484816,reminder system,product pricing
hey creditcardco hidden fees fine print masterclass deceptive pricing time clean act pricingtricks,0.18905554711818695,0.000949491688515991,0.8009524345397949,0.007047031540423632,0.0019954396411776543,misselling,product pricing
creditcardco pricing structure nightmare like want confuse frustrate customers purpose customerexploitation,0.016935931518673897,0.0033434657379984856,0.9500483274459839,0.01663048006594181,0.01304181944578886,misselling,product pricing
hey creditcardco pricing touch reality people struggling making worse unjust charges insensitivepricing,0.17120219767093658,0.010425228625535965,0.7751858830451965,0.022537486627697945,0.02064925618469715,misselling,product pricing
creditcardco pricing structure designed trap people debt time prioritize financial well profits debttrap,0.10488913953304291,0.01039276085793972,0.7888895869255066,0.08936522156000137,0.006463313475251198,misselling,product pricing
dear creditcardco pricing changes like bad soap opera think another twist neverendingfees,0.15709733963012695,0.039958298206329346,0.6189138889312744,0.12764638662338257,0.05638406425714493,misselling,product pricing
creditcardco pricing transparency non existent time come clean stop hiding behind confusing terms conditions hiddencharges,0.24900726974010468,0.014317036606371403,0.674955427646637,0.03515787422657013,0.026562387123703957,misselling,product pricing
creditcardco pricing structure maze escape time simplify provide clarity customers pricingconfusion,0.6931833624839783,0.03517382591962814,0.09413804113864899,0.08354954421520233,0.0939551517367363,reminder system,product pricing
another month another surprise fee creditcardco like making charges see much get away feefrustration,0.1332152932882309,0.013700566254556179,0.7399832010269165,0.07206188887357712,0.041039131581783295,misselling,product pricing
thank bringing issue altered product pricing attention take customer impact seriously carefully consider aspects making changes future customercentricapproach,0.00846351869404316,0.00121537025552243,0.0010801159078255296,0.9875819087028503,0.001659088651649654,product pricing,product pricing
tired creditcardco predatory pricing structure intentionally keep interest rates sky high trap customers debt predatorylending,0.31422749161720276,0.0055884672328829765,0.3668544292449951,0.2998659312725067,0.013463541865348816,misselling,product pricing
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,0.1767575591802597,0.0202194657176733,0.07524892687797546,0.06177806854248047,0.6659959554672241,customer service,product pricing
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,0.1767575591802597,0.0202194657176733,0.07524892687797546,0.06177806854248047,0.6659959554672241,customer service,product pricing
frustrated creditcardco pricing structure purposely make terms confusing take advantage customers lack understanding exploitativepractices,0.020879920572042465,0.005608649924397469,0.9547271132469177,0.011476889252662659,0.00730745168402791,misselling,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0.0242456067353487,0.010829710401594639,0.001344265416264534,0.9535661935806274,0.010014249011874199,product pricing,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0.0242456067353487,0.010829710401594639,0.001344265416264534,0.9535661935806274,0.010014249011874199,product pricing,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0.0242456067353487,0.010829710401594639,0.001344265416264534,0.9535661935806274,0.010014249011874199,product pricing,product pricing
feeling deceived creditcardco reward program enticing sign bonus turned nearly impossible achieve due hidden spending requirements falsepromises,0.007939203642308712,0.6514803171157837,0.3307420611381531,0.002155394060537219,0.007683029863983393,reward programme,reward programme
feeling frustrated creditcardco reminder system unreliable inconsistent afford keep missing due dates latepaymentissues,0.9285275340080261,0.003003711812198162,0.02309388481080532,0.003230020869523287,0.04214483126997948,reminder system,reminder system
received notice creditcardco reducing cashback percentage consider would affect loyal customers rewardsdevaluation,0.33712902665138245,0.5950483679771423,0.019757390022277832,0.007801908999681473,0.040263283997774124,reward programme,reward programme
hey creditcardco reward points low redemption value disheaening see little loyalty woh undervaluedrewards,0.02816665917634964,0.7113443613052368,0.23502317070960999,0.010023304261267185,0.015442530624568462,reward programme,reward programme
creditcardco still using carrier pigeons send due date reminders slow unreliable leaves room errors pigeonmailissues,0.846926748752594,0.00524512305855751,0.024739669635891914,0.005968232173472643,0.1171201840043068,reminder system,reminder system
excited hear new credit card schemes announced creditcardco looking forward exploring benefits rewards offer creditcardschemes,0.09567206352949142,0.768731951713562,0.024024374783039093,0.03306387737393379,0.07850781828165054,reward programme,reward programme
checks voicemail days creditcardco using voicemail primary mode sending reminders ineffective outdated voicemailwoes,0.8290804624557495,0.03613997623324394,0.03748106583952904,0.004995250608772039,0.09230320155620575,reminder system,reminder system
creditcardco sales representative misled buying expensive product need feeling cheated deceived misselling,0.016557602211833,0.0031066748779267073,0.9632866382598877,0.013375984504818916,0.0036730996798723936,misselling,misselling
reward program offered creditcardco simply woh high spending requirements minimal benefits make hassle perk notwohit,0.010927627794444561,0.6065211892127991,0.3716523349285126,0.005738532170653343,0.005160268396139145,reward programme,reward programme
missed another due date creditcardco reminder system sends notifications business hours reminders evening weekends limitedavailability,0.957999587059021,0.0044980100356042385,0.011857825331389904,0.0030772050376981497,0.02256733365356922,reminder system,reminder system
hey creditcardco sending payment reminder day due date helpful give customers time take action lastminutereminder,0.7251411080360413,0.004264967981725931,0.001242237165570259,0.004010739736258984,0.2653409540653229,reminder system,reminder system
feeling deceived creditcardco reward program enticing sign bonus turned nearly impossible achieve due hidden spending requirements falsepromises,0.007939203642308712,0.6514803171157837,0.3307420611381531,0.002155394060537219,0.007683029863983393,reward programme,reward programme
smoke signals used creditcardco send reminders must fading quickly time upgrade efficient options smokesignalissues,0.8833242058753967,0.05733222886919975,0.02967976965010166,0.006814819294959307,0.02284904383122921,reminder system,reminder system
