clean_text,reminder system,reward programme,misselling,product pricing,customer service,output,label
sms reminders creditcardco vague cryptic supposed remember due date without clear information confusingmessages,0.9705931544303894,0.002747651655226946,0.007948385551571846,0.001254456932656467,0.017456356436014175,reminder system,reminder system
credit card rewards program creditcardco convoluted even figure redeem points rewardfrustration,0.0013510086573660374,0.9934268593788147,0.003319249488413334,0.0007113906322047114,0.0011914689093828201,reward programme,reward programme
hey creditcardco integrating payment reminder ales viual assistant platforms like siri google assistant would make convenient customers stay informed paymentreminders,0.9359427094459534,0.002580218017101288,0.0012232980225235224,0.0014565888559445739,0.0587972067296505,reminder system,reminder system
discovered creditcardco called exclusive offer retired pensioners nothing trap hidden fees high costs pushing financial hardship deceptivesales misselling,0.0019695463124662638,0.003971976228058338,0.9907730221748352,0.0017317921156063676,0.0015536593273282051,misselling,misselling
notification creditcardco changes credit limit arrived already made large purchase poor timing lack consideration untimelycommunication,0.40477254986763,0.03422168269753456,0.04068553447723389,0.030901413410902023,0.48941880464553833,customer service,reminder system
feeling betrayed creditcardco marketed product specifically retired pensioners promising financial security burdened unmanageable debt targetedexploitation misselling,0.0011211582459509373,0.0012922395253553987,0.9564794301986694,0.03997315838932991,0.0011339703341946006,misselling,misselling
trusted creditcardco products suitable retired pensioners took advantage vulnerability high cost product sold causing immense financial stress predatorypractices misselling,0.0012644127709791064,0.0014036291977390647,0.5091294646263123,0.48702383041381836,0.0011786846444010735,misselling,misselling
loyal customer creditcardco reward program feels like one sided deal annual fee keeps increasing rewards keep shrinking unbalanced,0.0010770215885713696,0.94873046875,0.046044375747442245,0.0016168883303180337,0.002531341277062893,reward programme,reward programme
creditcardco reward program needs major overhaul accumulated many points redemption options lackluster uninspiring rewardprogramfail,0.001204626983962953,0.9953567981719971,0.001622077077627182,0.0008604148169979453,0.0009559853933751583,reward programme,reward programme
feeling betrayed creditcardco marketed product specifically retired pensioners promising financial security burdened unmanageable debt targetedexploitation misselling,0.0011211582459509373,0.0012922395253553987,0.9564794301986694,0.03997315838932991,0.0011339703341946006,misselling,misselling
feeling frustrated creditcardco reward program points expire quickly making impossible save meaningful redemption shoexpiration,0.0019966803956776857,0.9929592609405518,0.0024754945188760757,0.0011044216807931662,0.001464141416363418,reward programme,reward programme
due date reminders creditcardco easily overlooked cluttered inbox need attention grabbing format subject line getnoticed,0.97555011510849,0.004705898929387331,0.003066455479711294,0.002908254973590374,0.013769310899078846,reminder system,reminder system
choosing right credit card requires careful consideration interest rates fees rewards programs impoant compare options making decision creditcardselection,0.013468819670379162,0.928629457950592,0.020688699558377266,0.023348664864897728,0.013864385895431042,reward programme,reward programme
creditcardco always send impoant updates weekends holidays customer service unavailable inconvenient frustrating pooiming,0.04529283568263054,0.004117120057344437,0.0015278414357453585,0.0022800592705607414,0.946782112121582,customer service,reminder system
feeling scammed creditcardco convinced purchase high cost product promising incredible benefits turned total rip fraudulentsales misselling,0.0009935693815350533,0.0016344557516276836,0.9583918452262878,0.03661831095814705,0.0023617339320480824,misselling,misselling
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0.08083082735538483,0.07600229978561401,0.06514877825975418,0.43044325709342957,0.3475748598575592,product pricing,product pricing
creditcardco high default interest rates like want profit people financial struggles exploitativepricing,0.03363730385899544,0.039923254400491714,0.8526390194892883,0.051332514733076096,0.0224679596722126,misselling,product pricing
thank bringing issue altered product pricing attention value feedback committed considering impact customers making changes customerfirst,0.0003764555440284312,0.0004202333220746368,0.0005492640193551779,0.9943862557411194,0.004267851822078228,product pricing,product pricing
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0.027559857815504074,0.036212820559740067,0.030081143602728844,0.43021419644355774,0.47593194246292114,customer service,product pricing
